<<<DUMP-START name=ION-5863FC.log size=3011062>>>
00000000-000000
5863FC,65,   30.64,  894.20,    0.00,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,0.000,8
5863FC,65,   30.64,  894.20,    0.00,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,0.000,8
5863FC,65,   30.64,  894.21,    0.00,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,0.000,8
5863FC,65,   30.64,  894.20,  -96.41,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,3475280.250,8
5863FC,65,   30.63,  894.21,   -2.78,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,818317.187,8
5863FC,65,   30.63,  894.20,   -0.09,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,742404.000,8
5863FC,65,   30.64,  894.22,   -0.08,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,3136980.000,8
5863FC,65,   30.63,  894.20,   -0.11,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4643443.500,8
5863FC,65,   30.64,  894.20,   -0.16,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4326973.500,8
5863FC,65,   30.64,  894.21,   -0.14,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317931.500,8
5863FC,65,   30.63,  894.19,   -0.07,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317673.000,8
5863FC,65,   30.64,  894.22,   -0.05,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.18,   -0.04,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.64,  894.20,   -0.14,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.21,   -0.04,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.64,  894.21,   -0.03,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.20,    0.02,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.64,  894.21,   -0.14,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.20,   -0.11,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.64,  894.20,   -0.13,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.64,  894.22,   -0.08,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,   -0.05,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.21,   -0.08,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.20,   -0.10,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,   -0.09,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,   -0.06,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,   -0.07,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,    0.01,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,    0.05,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,    0.05,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,    0.05,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,    0.05,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.19,    0.05,  894.20, 28.19,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.21,    0.05,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.21,    0.06,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.21,    0.00,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.21,   -0.08,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.21,   -0.14,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.20,   -0.12,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.20,   -0.13,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.20,   -0.11,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.22,   -0.07,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.22,   -0.03,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
5863FC,65,   30.63,  894.22,   -0.10,  894.20, 28.25,  0.00,  0.00,  0.00,  0.00,  0.00,   0.00,   0.00,   0.00,4317665.500,8
