
=== ION-C6 Command Mode ===
Data file: /ION-42FEFF63B0E4.log
L = list files | D = dump data | X = delete data | E = exit/restart
>>> Dumping /ION-42FEFF63B0E4.log
00000000-000000
42FEFF63B0E4,0,   29.75,  894.05,   -0.23,  894.03, 27.50
42FEFF63B0E4,0,   29.74,  894.02,    0.09,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.05,   -0.26,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.04,   -0.17,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.03,   -0.09,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.02,    0.07,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.02,    0.08,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.05,   -0.21,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.03,   -0.02,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.05,   -0.26,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.03,   -0.02,  894.03, 27.56
42FEFF63B0E4,0,   29.73,  894.02,    0.09,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.05,   -0.26,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.03,   -0.07,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.04,   -0.19,  894.03, 27.56
42FEFF63B0E4,0,   29.73,  894.03,   -0.01,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.02,    0.08,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.03,   -0.08,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.00,    0.27,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.02,    0.06,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.07,   -0.39,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.07,   -0.41,  894.03, 27.56
42FEFF63B0E4,0,   29.73,  894.00,    0.22,  894.03, 27.56
42FEFF63B0E4,0,   29.74,  894.00,    0.21,  894.03, 27.56
42FEFF63B0E4,0,   29.73,  894.03,    0.01,  894.03, 27.56
